Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Segment,Region,State,City,Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Shipping_Cost,Payment_Mode,Sales_Channel,Order_Status,Delivery_Days,Product_Rating,Month,Month_Name,Quarter,Festival_Season
ORD003674,2024-11-10,CUST02074,Returning,Consumer,North,Delhi,Dwarka,Grocery,Cooking Oil,3,307,5,1224.93,902.43,322.5,39.14,UPI,Online,Delivered,2,4.7,11,November,4,Diwali Season
ORD009568,2024-11-10,CUST01685,New,Corporate,South,Karnataka,Mysore,Electronics,Smartwatch,3,17092,25,53839.8,51651.93,2187.87,2687.12,UPI,Offline,Delivered,9,3.0,11,November,4,Diwali Season
ORD013035,2024-11-10,CUST00625,Returning,Consumer,West,Gujarat,Surat,Electronics,Mouse,2,2613,15,6218.94,5369.88,849.06,255.03,Credit Card,Online,Delivered,9,3.9,11,November,4,Diwali Season
ORD000400,2024-11-10,CUST00092,Returning,Consumer,East,Bihar,Gaya,Electronics,Keyboard,3,980,5,3910.2,3176.03,734.17,191.69,UPI,Offline,Delivered,9,4.1,11,November,4,Diwali Season
ORD010093,2024-11-10,CUST00559,Returning,Consumer,North,Delhi,New Delhi,Electronics,Keyboard,3,3671,20,12334.56,9218.45,3116.11,800.04,UPI,Offline,Delivered,6,4.6,11,November,4,Diwali Season
ORD004441,2024-11-10,CUST00138,Returning,Consumer,North,Uttar Pradesh,Kanpur,Beauty,Moisturizer,1,1039,25,1090.95,1008.58,82.37,65.62,Debit Card,Online,Delivered,2,4.1,11,November,4,Diwali Season
ORD012164,2024-11-10,CUST00061,Returning,Corporate,North,Delhi,New Delhi,Beauty,Perfume,4,701,15,3336.76,2933.61,403.15,117.67,UPI,Offline,Delivered,2,4.3,11,November,4,Diwali Season
ORD009287,2024-11-10,CUST01954,Returning,Consumer,South,Karnataka,Mysore,Fashion,Shoes,4,2828,10,14253.12,9968.03,4285.09,600.32,Credit Card,Offline,Delivered,6,3.6,11,November,4,Diwali Season
ORD010651,2024-11-10,CUST01003,Returning,Consumer,West,Maharashtra,Mumbai,Fashion,Handbag,2,1949,10,4911.48,4190.14,721.34,247.62,UPI,Online,Delivered,8,4.2,11,November,4,Diwali Season
ORD002653,2024-11-10,CUST02194,Returning,Consumer,South,Telangana,Warangal,Fashion,Jacket,3,3813,20,12811.68,9949.99,2861.69,659.0,UPI,Offline,Delivered,3,4.4,11,November,4,Diwali Season
ORD005898,2024-11-10,CUST01859,New,Consumer,North,Delhi,New Delhi,Fashion,Jeans,4,2928,15,13937.28,10610.63,3326.65,1027.13,Debit Card,Online,Delivered,5,3.6,11,November,4,Diwali Season
ORD006542,2024-11-11,CUST01209,Returning,Home Office,West,Maharashtra,Mumbai,Fashion,Jacket,3,4544,15,16222.08,13900.3,2321.78,521.07,UPI,Online,Delivered,3,4.3,11,November,4,Diwali Season
ORD009257,2024-11-11,CUST00082,New,Consumer,South,Telangana,Hyderabad,Fashion,Handbag,3,4458,5,17787.42,14446.31,3341.11,512.17,UPI,Offline,Delivered,4,4.3,11,November,4,Diwali Season
ORD010541,2024-11-11,CUST01473,Returning,Corporate,South,Tamil Nadu,Coimbatore,Electronics,Smartphone,3,19055,25,60023.25,60202.63,-179.38,3718.78,UPI,Offline,Delivered,9,4.5,11,November,4,Diwali Season
ORD009836,2024-11-11,CUST00567,Returning,Corporate,East,Odisha,Bhubaneswar,Electronics,Tablet,2,31511,0,88230.8,65792.43,22438.37,5907.14,UPI,Online,Delivered,7,5.0,11,November,4,Diwali Season
ORD014064,2024-11-11,CUST01465,Returning,Corporate,West,Rajasthan,Jaipur,Fashion,Shoes,1,1787,10,2251.62,1968.16,283.46,140.04,Debit Card,Offline,Delivered,4,3.6,11,November,4,Diwali Season
ORD001162,2024-11-11,CUST00347,New,Consumer,East,West Bengal,Kolkata,Electronics,Mouse,5,2023,15,12036.85,10378.09,1658.76,513.75,UPI,Online,Delivered,8,3.5,11,November,4,Diwali Season
ORD010016,2024-11-11,CUST00873,Returning,Consumer,West,Gujarat,Ahmedabad,Fashion,Jacket,3,2646,15,9446.22,7861.08,1585.14,752.0,UPI,Online,Delivered,3,3.3,11,November,4,Diwali Season
ORD002804,2024-11-11,CUST02441,Returning,Consumer,North,Uttar Pradesh,Lucknow,Fashion,Kurti,4,1967,20,8812.16,5865.01,2947.15,626.27,Credit Card,Offline,Delivered,3,4.6,11,November,4,Diwali Season
ORD011211,2024-11-11,CUST02366,Returning,Consumer,West,Gujarat,Surat,Grocery,Sugar,5,198,20,1108.8,869.68,239.12,52.25,Debit Card,Online,Delivered,1,4.6,11,November,4,Diwali Season
ORD008170,2024-11-11,CUST00231,Returning,Consumer,South,Karnataka,Mysore,Electronics,Smartwatch,5,15104,30,74009.6,68714.6,5295.0,4422.38,UPI,Offline,Delivered,9,4.0,11,November,4,Diwali Season
ORD004111,2024-11-11,CUST00682,Returning,Home Office,South,Karnataka,Bangalore,Fashion,T-Shirt,2,969,10,2441.88,2109.73,332.15,184.44,UPI,Online,Delivered,3,4.5,11,November,4,Diwali Season
ORD012427,2024-11-11,CUST01573,Returning,Corporate,East,Odisha,Bhubaneswar,Fashion,Handbag,2,1303,10,3283.56,2850.06,433.5,201.94,Debit Card,Online,Delivered,2,4.4,11,November,4,Diwali Season
ORD014974,2024-11-11,CUST00599,Returning,Consumer,East,Odisha,Bhubaneswar,Electronics,Smartwatch,2,8965,0,25102.0,17985.55,7116.45,1583.16,Credit Card,Offline,Delivered,1,4.0,11,November,4,Diwali Season
ORD014902,2024-11-11,CUST00523,New,Consumer,North,Uttar Pradesh,Kanpur,Electronics,Keyboard,5,2353,0,16471.0,10986.17,5484.83,994.36,Credit Card,Offline,Delivered,7,4.0,11,November,4,Diwali Season
ORD012119,2024-11-11,CUST00391,New,Consumer,West,Gujarat,Surat,Home,Chair,3,7907,25,24907.05,24807.43,99.62,537.05,UPI,Offline,Delivered,2,4.7,11,November,4,Diwali Season
ORD003398,2024-11-11,CUST01230,Returning,Consumer,South,Tamil Nadu,Chennai,Electronics,Laptop,2,75253,30,147495.88,144685.59,2810.29,4824.17,Credit Card,Online,Delivered,3,3.9,11,November,4,Diwali Season
ORD000740,2024-11-11,CUST02349,Returning,Corporate,North,Punjab,Ludhiana,Electronics,Laptop,1,51330,0,71862.0,55764.77,16097.23,3969.76,UPI,Online,Delivered,5,4.4,11,November,4,Diwali Season
ORD012494,2024-11-11,CUST00438,Returning,Corporate,South,Karnataka,Mysore,Electronics,Smartphone,5,43644,0,305508.0,230564.73,74943.27,10343.57,Credit Card,Online,Delivered,2,4.5,11,November,4,Diwali Season
ORD009806,2024-11-11,CUST01158,Returning,Consumer,East,Odisha,Cuttack,Electronics,Mouse,4,2919,10,14711.76,12629.92,2081.84,415.71,Debit Card,Online,Delivered,4,4.8,11,November,4,Diwali Season
ORD004295,2024-11-11,CUST01095,Returning,Consumer,West,Rajasthan,Jodhpur,Electronics,Monitor,3,10746,5,42876.54,32225.26,10651.28,2751.64,Cash,Online,Delivered,2,4.5,11,November,4,Diwali Season
ORD007286,2024-11-11,CUST00230,Returning,Consumer,South,Telangana,Warangal,Home,Chair,5,2725,25,14306.25,13629.99,676.26,944.46,Debit Card,Online,Delivered,9,4.0,11,November,4,Diwali Season
ORD011586,2024-11-11,CUST02449,Returning,Consumer,North,Punjab,Amritsar,Fashion,Handbag,1,2266,25,2379.3,2468.54,-89.24,117.55,UPI,Online,Delivered,5,4.4,11,November,4,Diwali Season
ORD003654,2024-11-11,CUST01176,Returning,Consumer,North,Punjab,Ludhiana,Fashion,Jacket,3,2158,15,7704.06,5442.64,2261.42,252.93,UPI,Offline,Delivered,8,4.6,11,November,4,Diwali Season
ORD009109,2024-11-11,CUST00797,New,Home Office,North,Punjab,Ludhiana,Home,Lamp,5,2249,0,15743.0,12671.31,3071.69,698.36,UPI,Offline,Delivered,9,3.4,11,November,4,Diwali Season
ORD007205,2024-11-11,CUST01302,Returning,Consumer,East,Odisha,Bhubaneswar,Electronics,Tablet,1,45498,25,47772.9,44505.66,3267.24,1868.01,UPI,Offline,Delivered,3,4.2,11,November,4,Diwali Season
ORD013755,2024-11-11,CUST00854,Returning,Home Office,West,Gujarat,Ahmedabad,Beauty,Serum,3,1058,5,4221.42,3174.86,1046.56,281.06,Debit Card,Online,Delivered,3,3.8,11,November,4,Diwali Season
ORD001252,2024-11-11,CUST00547,New,Consumer,East,West Bengal,Siliguri,Electronics,Smartphone,2,46074,5,122556.84,105373.52,17183.32,8666.55,UPI,Offline,Delivered,4,4.6,11,November,4,Diwali Season
ORD013409,2024-11-12,CUST00523,Returning,Consumer,South,Tamil Nadu,Coimbatore,Home,Sofa,4,59403,0,332656.8,288864.65,43792.15,20847.2,Debit Card,Online,Delivered,6,3.5,11,November,4,Diwali Season
ORD007420,2024-11-12,CUST02052,New,Consumer,West,Maharashtra,Pune,Electronics,Smartwatch,1,15506,10,19537.56,12972.45,6565.11,606.36,Credit Card,Offline,Delivered,9,4.1,11,November,4,Diwali Season
ORD000396,2024-11-12,CUST02229,New,Consumer,East,Odisha,Cuttack,Fashion,Kurti,3,582,30,1711.08,1736.91,-25.83,45.76,UPI,Offline,Delivered,7,4.5,11,November,4,Diwali Season
ORD013778,2024-11-12,CUST01089,New,Home Office,West,Rajasthan,Jodhpur,Grocery,Rice,1,695,10,875.7,598.83,276.87,20.08,Debit Card,Online,Delivered,1,4.2,11,November,4,Diwali Season
ORD010329,2024-11-12,CUST00038,Returning,Consumer,North,Uttar Pradesh,Kanpur,Home,Dining Table,1,15090,25,15844.5,14702.06,1142.44,750.68,UPI,Online,Delivered,3,4.6,11,November,4,Diwali Season
ORD006489,2024-11-12,CUST02138,Returning,Corporate,East,Bihar,Patna,Grocery,Sugar,5,231,15,1374.45,898.65,475.8,68.48,Credit Card,Offline,Delivered,6,4.3,11,November,4,Diwali Season
ORD004513,2024-11-12,CUST00163,Returning,Consumer,South,Karnataka,Bangalore,Electronics,Tablet,5,33145,10,208813.5,157485.47,51328.03,11220.22,UPI,Online,Delivered,2,3.6,11,November,4,Diwali Season
ORD004929,2024-11-12,CUST02021,Returning,Consumer,West,Maharashtra,Pune,Electronics,Smartphone,4,41851,20,187492.48,138884.67,48607.81,11786.44,UPI,Offline,Delivered,6,4.6,11,November,4,Diwali Season
ORD007109,2024-11-12,CUST01403,Returning,Home Office,West,Rajasthan,Jodhpur,Grocery,Sugar,3,56,30,164.64,170.63,-5.99,8.16,Cash,Online,Delivered,4,4.9,11,November,4,Diwali Season
ORD008006,2024-11-12,CUST02214,Returning,Home Office,West,Rajasthan,Jodhpur,Electronics,Keyboard,5,4217,5,28043.05,21731.18,6311.87,783.14,UPI,Offline,Delivered,2,5.0,11,November,4,Diwali Season
ORD008669,2024-11-12,CUST00064,Returning,Consumer,West,Maharashtra,Pune,Electronics,Keyboard,4,1340,10,6753.6,5142.76,1610.84,152.39,Credit Card,Online,Delivered,4,4.4,11,November,4,Diwali Season
ORD007707,2024-11-12,CUST00266,Returning,Consumer,North,Uttar Pradesh,Lucknow,Fashion,Kurti,4,1801,15,8572.76,5786.0,2786.76,540.22,Debit Card,Offline,Delivered,1,4.2,11,November,4,Diwali Season
ORD001309,2024-11-12,CUST01239,Returning,Consumer,North,Uttar Pradesh,Kanpur,Fashion,Shoes,5,3416,0,23912.0,20218.87,3693.13,783.39,UPI,Online,Delivered,2,4.3,11,November,4,Diwali Season
ORD013434,2024-11-12,CUST01278,Returning,Consumer,West,Gujarat,Ahmedabad,Electronics,Headphones,5,4191,10,26403.3,17717.09,8686.21,1404.34,UPI,Online,Delivered,9,3.2,11,November,4,Diwali Season
ORD005207,2024-11-12,CUST00400,Returning,Corporate,West,Maharashtra,Pune,Grocery,Cooking Oil,5,887,0,6209.0,5211.78,997.22,158.13,UPI,Online,Returned,2,4.3,11,November,4,Diwali Season
ORD003987,2024-11-12,CUST00541,New,Consumer,South,Tamil Nadu,Chennai,Electronics,Smartphone,4,69483,10,350194.32,304621.69,45572.63,14857.45,Debit Card,Online,Delivered,6,3.9,11,November,4,Diwali Season
ORD013427,2024-11-12,CUST00767,Returning,Home Office,West,Gujarat,Surat,Fashion,Handbag,1,2966,15,3529.54,2566.22,963.32,272.46,Credit Card,Offline,Delivered,7,4.0,11,November,4,Diwali Season
ORD010311,2024-11-13,CUST02496,Returning,Corporate,West,Gujarat,Surat,Grocery,Tea,4,165,5,877.8,738.83,138.97,42.01,Debit Card,Online,Delivered,8,4.3,11,November,4,Diwali Season
ORD002343,2024-11-13,CUST01269,Returning,Home Office,East,Bihar,Gaya,Electronics,Monitor,1,23097,25,24251.85,24554.12,-302.27,890.04,UPI,Online,Delivered,6,3.8,11,November,4,Diwali Season
ORD002096,2024-11-13,CUST00035,Returning,Consumer,South,Telangana,Warangal,Fashion,Kurti,2,2600,0,7280.0,4852.41,2427.59,500.31,UPI,Online,Delivered,1,4.5,11,November,4,Diwali Season
ORD006325,2024-11-13,CUST00575,Returning,Consumer,North,Uttar Pradesh,Kanpur,Fashion,Jacket,4,4872,15,23190.72,16807.45,6383.27,654.94,UPI,Offline,Delivered,2,4.6,11,November,4,Diwali Season
ORD008092,2024-11-13,CUST02043,New,Corporate,East,Odisha,Bhubaneswar,Beauty,Serum,5,1081,10,6810.3,5372.76,1437.54,502.57,Credit Card,Online,Delivered,8,4.7,11,November,4,Diwali Season
ORD002699,2024-11-13,CUST01095,Returning,Consumer,South,Tamil Nadu,Coimbatore,Home,Dining Table,3,10101,15,36060.57,27963.79,8096.78,1700.97,Credit Card,Online,Delivered,4,4.2,11,November,4,Diwali Season
ORD002435,2024-11-13,CUST00646,Returning,Consumer,West,Maharashtra,Pune,Fashion,Jacket,3,2749,5,10968.51,7895.29,3073.22,526.17,UPI,Online,Delivered,7,4.8,11,November,4,Diwali Season
ORD010841,2024-11-13,CUST00987,Returning,Home Office,West,Gujarat,Ahmedabad,Beauty,Moisturizer,2,1116,30,2187.36,2095.27,92.09,105.07,Credit Card,Online,Delivered,1,4.2,11,November,4,Diwali Season
ORD000052,2024-11-13,CUST00952,New,Corporate,North,Punjab,Ludhiana,Electronics,Mouse,3,2379,10,8992.62,7132.25,1860.37,517.06,Credit Card,Online,Delivered,3,4.5,11,November,4,Diwali Season
ORD005029,2024-11-13,CUST01515,New,Consumer,South,Tamil Nadu,Chennai,Electronics,Keyboard,5,794,25,4168.5,4244.5,-76.0,316.68,UPI,Online,Delivered,3,4.1,11,November,4,Diwali Season
ORD011283,2024-11-13,CUST00199,New,Consumer,South,Karnataka,Bangalore,Electronics,Smartwatch,2,4782,0,13389.6,10354.19,3035.41,805.93,UPI,Online,Delivered,8,4.2,11,November,4,Diwali Season
ORD011800,2024-11-13,CUST01279,Returning,Consumer,East,Odisha,Cuttack,Grocery,Cooking Oil,4,325,0,1820.0,1394.2,425.8,110.91,Credit Card,Online,Returned,1,4.4,11,November,4,Diwali Season
ORD005218,2024-11-13,CUST02461,Returning,Corporate,East,Odisha,Bhubaneswar,Fashion,Shoes,4,2112,15,10053.12,7877.68,2175.44,407.0,Cash,Online,Delivered,3,3.7,11,November,4,Diwali Season
ORD012270,2024-11-13,CUST01741,Returning,Home Office,South,Karnataka,Mysore,Fashion,Kurti,5,2361,15,14047.95,11084.35,2963.6,658.34,Debit Card,Online,Delivered,1,4.5,11,November,4,Diwali Season
ORD014884,2024-11-13,CUST00800,Returning,Corporate,East,Odisha,Bhubaneswar,Electronics,Tablet,2,13857,5,36859.62,31331.56,5528.06,2075.41,Debit Card,Online,Delivered,5,4.9,11,November,4,Diwali Season
ORD010406,2024-11-14,CUST01450,Returning,Home Office,North,Delhi,New Delhi,Fashion,Handbag,5,3890,15,23145.5,20048.61,3096.89,1762.85,UPI,Online,Returned,8,4.5,11,November,4,Diwali Season
ORD004390,2024-11-14,CUST02276,Returning,Consumer,East,Bihar,Patna,Electronics,Keyboard,2,1918,5,5101.88,4468.46,633.42,328.11,UPI,Offline,Delivered,3,4.3,11,November,4,Diwali Season
ORD005966,2024-11-14,CUST02191,Returning,Consumer,East,Odisha,Cuttack,Fashion,Shoes,1,5749,10,7243.74,5319.07,1924.67,510.06,Credit Card,Online,Delivered,8,5.0,11,November,4,Diwali Season
ORD012652,2024-11-14,CUST01552,Returning,Consumer,South,Karnataka,Bangalore,Grocery,Coffee,3,401,30,1178.94,1099.57,79.37,43.38,UPI,Online,Delivered,5,4.0,11,November,4,Diwali Season
ORD008000,2024-11-14,CUST02240,Returning,Home Office,South,Telangana,Hyderabad,Fashion,T-Shirt,2,976,10,2459.52,1837.69,621.83,92.87,UPI,Offline,Delivered,5,3.8,11,November,4,Diwali Season
ORD004592,2024-11-14,CUST01842,Returning,Consumer,North,Uttar Pradesh,Lucknow,Grocery,Sugar,5,109,10,686.7,507.47,179.23,24.24,Debit Card,Offline,Delivered,7,4.7,11,November,4,Diwali Season
ORD013766,2024-11-14,CUST01673,Returning,Consumer,East,Bihar,Gaya,Electronics,Smartphone,3,37166,0,156097.2,129208.06,26889.14,12044.79,Credit Card,Online,Delivered,5,3.4,11,November,4,Diwali Season
ORD006392,2024-11-14,CUST01123,Returning,Corporate,East,Bihar,Gaya,Fashion,Kurti,1,2875,0,4025.0,2892.0,1133.0,295.13,UPI,Online,Delivered,9,3.9,11,November,4,Diwali Season
ORD002736,2024-11-14,CUST00819,Returning,Corporate,East,West Bengal,Siliguri,Fashion,Kurti,4,2113,10,10649.52,7899.89,2749.63,395.93,UPI,Online,Delivered,5,4.7,11,November,4,Diwali Season
ORD000422,2024-11-14,CUST00253,Returning,Consumer,North,Delhi,Dwarka,Electronics,Mouse,3,1459,15,5208.63,4520.88,687.75,186.21,Cash,Online,Delivered,1,3.6,11,November,4,Diwali Season
ORD005521,2024-11-14,CUST00378,New,Consumer,East,West Bengal,Siliguri,Fashion,Jeans,3,2848,10,10765.44,7180.1,3585.34,706.81,UPI,Online,Delivered,5,4.6,11,November,4,Diwali Season
ORD014015,2024-11-14,CUST02473,New,Consumer,West,Maharashtra,Pune,Grocery,Sugar,3,74,15,264.18,203.03,61.15,16.69,UPI,Offline,Delivered,1,4.1,11,November,4,Diwali Season
ORD000669,2024-11-14,CUST00762,Returning,Consumer,North,Delhi,Dwarka,Grocery,Coffee,3,557,5,2222.43,1826.51,395.92,138.36,Credit Card,Online,Delivered,8,4.4,11,November,4,Diwali Season
ORD004734,2024-11-14,CUST00604,Returning,Consumer,East,Odisha,Cuttack,Grocery,Coffee,1,1107,15,1317.33,1089.3,228.03,83.6,Debit Card,Online,Delivered,5,4.5,11,November,4,Diwali Season
ORD001836,2024-11-14,CUST02228,Returning,Corporate,South,Telangana,Hyderabad,Home,Bed,5,11725,30,57452.5,53071.36,4381.14,2317.27,Debit Card,Online,Delivered,4,4.1,11,November,4,Diwali Season
ORD014869,2024-11-14,CUST00250,Returning,Corporate,South,Karnataka,Mysore,Grocery,Cooking Oil,2,837,10,2109.24,1812.14,297.1,143.93,UPI,Online,Delivered,6,5.0,11,November,4,Diwali Season
ORD000934,2024-11-14,CUST00558,Returning,Consumer,South,Karnataka,Mysore,Beauty,Sunscreen,5,645,15,3837.75,2744.93,1092.82,281.85,Debit Card,Offline,Returned,1,3.9,11,November,4,Diwali Season
ORD013934,2024-11-14,CUST02488,New,Consumer,North,Uttar Pradesh,Kanpur,Fashion,Shoes,5,5988,25,31437.0,30476.36,960.64,2341.04,UPI,Online,Delivered,4,4.2,11,November,4,Diwali Season
ORD011903,2024-11-14,CUST02049,Returning,Home Office,North,Uttar Pradesh,Kanpur,Fashion,Kurti,3,876,5,3495.24,2959.04,536.2,237.7,Credit Card,Online,Delivered,9,2.9,11,November,4,Diwali Season
ORD009896,2024-11-14,CUST00436,Returning,Home Office,West,Gujarat,Surat,Electronics,Smartphone,2,30680,15,73018.4,54930.63,18087.77,5056.8,UPI,Online,Delivered,1,3.7,11,November,4,Diwali Season
ORD003430,2024-11-15,CUST00696,Returning,Consumer,North,Delhi,New Delhi,Electronics,Tablet,3,12052,10,45556.56,30295.44,15261.12,2928.9,Credit Card,Online,Delivered,5,4.2,11,November,4,Diwali Season
ORD014453,2024-11-15,CUST01612,New,Consumer,East,Odisha,Cuttack,Fashion,Jeans,3,834,10,3152.52,2390.2,762.32,103.3,Debit Card,Online,Delivered,4,4.4,11,November,4,Diwali Season
ORD009808,2024-11-15,CUST00030,Returning,Corporate,West,Rajasthan,Jaipur,Electronics,Keyboard,1,790,0,1106.0,859.85,246.15,79.73,Credit Card,Online,Delivered,1,4.3,11,November,4,Diwali Season
ORD014477,2024-11-15,CUST00984,New,Consumer,West,Maharashtra,Pune,Fashion,Shoes,3,3468,0,14565.6,11777.83,2787.77,963.68,Debit Card,Online,Delivered,1,3.7,11,November,4,Diwali Season
ORD012202,2024-11-15,CUST00778,Returning,Consumer,North,Uttar Pradesh,Lucknow,Electronics,Headphones,1,9994,0,13991.6,9498.63,4492.97,410.05,UPI,Online,Delivered,8,4.0,11,November,4,Diwali Season
ORD010288,2024-11-15,CUST00406,Returning,Consumer,West,Maharashtra,Mumbai,Fashion,Shoes,5,4587,10,28898.1,21428.14,7469.96,1005.96,Cash,Online,Delivered,8,4.7,11,November,4,Diwali Season
ORD009689,2024-11-15,CUST01061,Returning,Home Office,North,Uttar Pradesh,Kanpur,Electronics,Smartphone,2,39888,25,83764.8,87547.89,-3783.09,3147.4,UPI,Offline,Delivered,9,3.5,11,November,4,Diwali Season
ORD000980,2024-11-15,CUST02256,Returning,Consumer,South,Karnataka,Mysore,Electronics,Mouse,4,2109,10,10629.36,9085.9,1543.46,461.67,Credit Card,Offline,Delivered,4,4.9,11,November,4,Diwali Season
ORD006086,2024-11-15,CUST01151,Returning,Consumer,South,Karnataka,Mysore,Electronics,Smartwatch,3,7210,5,28767.9,24377.89,4390.01,640.89,Debit Card,Online,Delivered,4,3.8,11,November,4,Diwali Season
ORD002716,2024-11-15,CUST01752,Returning,Corporate,North,Uttar Pradesh,Kanpur,Electronics,Tablet,2,14784,10,37255.68,31272.36,5983.32,2809.0,Credit Card,Online,Delivered,7,3.7,11,November,4,Diwali Season
ORD013920,2024-11-15,CUST00870,Returning,Consumer,South,Karnataka,Mysore,Grocery,Cooking Oil,2,459,10,1156.68,896.45,260.23,64.42,UPI,Offline,Delivered,9,4.4,11,November,4,Diwali Season
ORD008875,2024-11-15,CUST00902,Returning,Home Office,East,Odisha,Cuttack,Grocery,Coffee,2,285,25,598.5,604.26,-5.76,44.84,Debit Card,Online,Delivered,1,4.1,11,November,4,Diwali Season
ORD012609,2024-11-15,CUST02371,New,Consumer,North,Uttar Pradesh,Kanpur,Fashion,Jeans,1,1764,15,2099.16,1525.25,573.91,79.06,Cash,Online,Delivered,8,3.9,11,November,4,Diwali Season
ORD013190,2024-11-15,CUST01251,New,Consumer,North,Uttar Pradesh,Kanpur,Grocery,Sugar,1,193,15,229.67,195.57,34.1,7.01,Credit Card,Online,Delivered,5,3.7,11,November,4,Diwali Season
ORD013676,2024-11-15,CUST00625,New,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Smartphone,3,35058,25,110432.7,105377.8,5054.9,6734.94,Credit Card,Online,Delivered,6,4.6,11,November,4,Diwali Season
ORD012224,2024-11-15,CUST01827,New,Consumer,West,Maharashtra,Mumbai,Electronics,Monitor,3,7592,25,23914.8,23804.51,110.29,737.82,UPI,Online,Delivered,5,4.2,11,November,4,Diwali Season
ORD007450,2024-11-15,CUST02249,Returning,Consumer,East,Odisha,Cuttack,Grocery,Cooking Oil,4,131,25,550.2,553.36,-3.16,30.17,UPI,Offline,Delivered,2,4.1,11,November,4,Diwali Season
ORD008436,2024-11-15,CUST02310,Returning,Consumer,South,Tamil Nadu,Chennai,Home,Sofa,3,52492,15,187396.44,159012.14,28384.3,12975.65,UPI,Online,Delivered,8,5.0,11,November,4,Diwali Season
ORD002923,2024-11-15,CUST01589,New,Consumer,East,Bihar,Gaya,Grocery,Tea,5,210,5,1396.5,985.87,410.63,110.42,UPI,Online,Delivered,1,3.4,11,November,4,Diwali Season
ORD000430,2024-11-15,CUST01704,Returning,Consumer,West,Maharashtra,Mumbai,Home,Bed,5,46558,0,325906.0,258052.16,67853.84,25765.91,Credit Card,Online,Delivered,9,3.5,11,November,4,Diwali Season
ORD012435,2024-11-15,CUST02326,Returning,Consumer,North,Punjab,Ludhiana,Grocery,Rice,1,900,5,1197.0,902.74,294.26,28.67,UPI,Online,Delivered,7,4.6,11,November,4,Diwali Season
ORD004652,2024-11-15,CUST00687,Returning,Consumer,North,Uttar Pradesh,Lucknow,Electronics,Smartwatch,5,2172,5,14443.8,10198.4,4245.4,736.24,Cash,Online,Delivered,1,4.1,11,November,4,Diwali Season
ORD007617,2024-11-15,CUST01623,Returning,Home Office,West,Rajasthan,Jaipur,Fashion,Kurti,3,1340,25,4221.0,4305.53,-84.53,295.31,Credit Card,Offline,Delivered,4,3.7,11,November,4,Diwali Season
ORD003777,2024-11-15,CUST02223,Returning,Corporate,West,Maharashtra,Pune,Fashion,Handbag,5,4525,10,28507.5,22773.09,5734.41,2183.72,UPI,Online,Returned,2,4.8,11,November,4,Diwali Season
ORD001533,2024-11-16,CUST02126,Returning,Corporate,North,Uttar Pradesh,Kanpur,Fashion,Kurti,2,544,25,1142.4,1197.8,-55.4,80.29,Cash,Offline,Delivered,7,3.4,11,November,4,Diwali Season
ORD008995,2024-11-16,CUST01926,New,Consumer,South,Tamil Nadu,Chennai,Electronics,Keyboard,2,4997,30,9794.12,9640.15,153.97,574.37,Credit Card,Online,Delivered,6,4.4,11,November,4,Diwali Season
ORD009925,2024-11-16,CUST01096,Returning,Consumer,South,Telangana,Warangal,Fashion,Shoes,4,4170,0,23352.0,18537.59,4814.41,546.51,Cash,Online,Delivered,8,4.4,11,November,4,Diwali Season
ORD005070,2024-11-16,CUST00570,Returning,Corporate,West,Gujarat,Surat,Electronics,Tablet,5,20045,20,112252.0,85233.51,27018.49,7184.3,Credit Card,Offline,Delivered,5,4.0,11,November,4,Diwali Season
ORD000398,2024-11-16,CUST01152,Returning,Corporate,West,Rajasthan,Jaipur,Home,Sofa,5,37401,5,248716.65,176698.15,72018.5,12989.23,Cash,Offline,Delivered,2,3.8,11,November,4,Diwali Season
ORD002667,2024-11-16,CUST02238,New,Consumer,South,Karnataka,Mysore,Electronics,Laptop,1,70186,20,78608.32,68553.43,10054.89,3033.23,UPI,Offline,Delivered,4,4.1,11,November,4,Diwali Season
ORD011702,2024-11-16,CUST02135,Returning,Consumer,North,Punjab,Amritsar,Electronics,Smartwatch,1,9178,15,10921.82,7467.58,3454.24,761.26,Debit Card,Online,Delivered,9,3.8,11,November,4,Diwali Season
ORD007164,2024-11-16,CUST01078,Returning,Consumer,South,Tamil Nadu,Chennai,Fashion,Jeans,3,2997,25,9440.55,9478.91,-38.36,714.11,UPI,Online,Delivered,7,5.0,11,November,4,Diwali Season
ORD014908,2024-11-16,CUST01024,New,Home Office,South,Tamil Nadu,Coimbatore,Fashion,Handbag,2,2269,5,6035.54,4694.62,1340.92,278.12,UPI,Online,Delivered,7,3.8,11,November,4,Diwali Season
ORD011478,2024-11-16,CUST00096,Returning,Home Office,North,Uttar Pradesh,Kanpur,Electronics,Keyboard,1,4495,15,5349.05,4456.05,893.0,397.73,Debit Card,Online,Delivered,7,4.2,11,November,4,Diwali Season
ORD001537,2024-11-16,CUST01067,Returning,Consumer,South,Karnataka,Mysore,Fashion,Handbag,3,3300,30,9702.0,9080.36,621.64,404.06,Debit Card,Offline,Delivered,6,4.3,11,November,4,Diwali Season
